pl_name,pl_orbper,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,st_mass,st_rad,st_teff,pl_ttvflag,ra,dec
GJ 876 e,124.26000000,14.60000,1.70000,-1.70000,,,,0.32,0.30,,0,343.319733,-14.263700
Kepler-350 d,26.13600000,14.90000,5.30000,-4.70000,2.800,1.280,-0.540,1.00,1.53,6186.00,1,285.419606,39.706107
HD 177565 b,44.50500000,,,,,,,1.00,,,0,286.718597,-37.810658
KOI-94 c,10.42364800,15.60000,5.70000,-15.60000,4.320,0.410,-0.410,1.28,1.52,6182.00,1,297.333057,41.891117
GJ 581 b,5.36860000,,,,,,,0.31,0.29,,0,229.861771,-7.722280
HD 77338 b,5.73610000,15.90000,4.70000,-5.30000,,,,0.93,0.88,5370.00,0,135.302063,-25.527061
HD 102365 b,122.10000000,,,,,,,0.85,,5630.00,0,176.629471,-40.500355
HD 164595 b,40.00000000,,,,,,,0.99,,5790.00,0,270.162048,29.571922
HD 219134 d,46.85900000,16.17000,0.64000,-0.64000,1.610,0.020,-0.020,0.81,0.78,4699.00,0,348.320740,57.168354
Kepler-131 b,16.09200000,16.13000,3.50000,-3.50000,2.410,0.200,-0.200,1.02,1.03,5685.00,0,288.530825,40.942304
Kepler-276 d,48.64800000,16.30000,5.00000,-4.30000,2.800,1.230,-0.270,1.10,1.05,6105.00,1,293.568150,39.036326
BD+20 594 b,41.68550000,16.30000,6.00000,-6.10000,2.230,0.140,-0.110,0.96,0.93,5766.00,0,53.650967,20.599232
K2-32 b,8.99213000,16.50000,2.70000,-2.70000,5.130,0.280,-0.280,0.86,0.84,5275.00,0,252.426086,-19.542822
Kepler-18 d,14.85888000,16.40000,1.40000,-1.40000,6.980,0.330,-0.330,0.97,1.11,5345.00,1,298.079439,44.746321
Kepler-276 c,31.88400000,16.60000,4.40000,-3.60000,2.900,1.270,-0.280,1.10,1.05,6105.00,1,293.568150,39.036326
K2-110 b,13.86375000,16.70000,3.20000,-3.20000,2.592,0.098,-0.098,0.74,0.71,5010.00,0,207.349533,-12.284491
WASP-47 d,9.09500000,16.80000,12.00000,-7.00000,3.710,0.820,-0.820,1.11,1.16,5576.00,1,331.203047,-12.018885
HD 34445 e,49.17500000,,,,,,,1.07,1.38,5836.00,0,79.420746,7.353343
HD 192310 b,74.72000000,,,,,,,0.80,,5166.00,0,303.822449,-27.032976
Kepler-10 c,45.29430100,17.20000,1.90000,-1.90000,2.350,0.090,-0.040,0.91,1.06,5627.00,1,285.679394,50.241299
Kepler-18 c,7.64159000,17.30000,1.90000,-1.90000,5.490,0.260,-0.260,0.97,1.11,5345.00,1,298.079439,44.746321
HD 109271 b,7.85430000,,,,,,,1.05,,5783.00,0,188.398148,-11.621868
HD 204313 c,34.90500000,,,,,,,1.02,,5776.00,0,322.050873,-21.726255
Kepler-396 c,88.50500000,17.90000,2.80000,-1.30000,5.300,1.950,-0.990,0.85,1.06,5384.00,1,296.132818,48.977402
MOA-2011-BLG-262L b,,18.00000,28.00000,-10.00000,,,,0.12,,,0,270.097833,-31.245258
61 Vir c,38.02100000,,,,,,,0.94,0.96,5577.00,0,199.601318,-18.311195
HD 90156 b,49.77000000,,,,,,,0.84,,5599.00,0,155.980316,-29.645529
HD 69830 d,197.00000000,,,,,,,0.86,,5385.00,0,124.599777,-12.632174
GJ 687 b,38.14000000,,,,,,,0.41,0.42,3413.00,0,264.107910,68.339142
HD 125612 c,4.15470000,,,,,,,1.09,,5900.00,0,215.222977,-17.481522
HAT-P-26 b,4.23451600,18.75100,2.22500,-2.22500,6.333,0.807,-0.359,0.82,0.79,5079.00,0,213.156383,4.059997
HD 190360 c,17.11100000,,,,,,,0.96,1.13,5590.00,0,300.905853,29.896805
OGLE-2007-BLG-368L b,,20.00000,7.00000,-8.00000,,,,0.64,,,0,269.108167,-32.237417
Kepler-20 g,34.94000000,,,,,,,0.95,0.96,5495.00,0,287.698004,42.338726
HD 219828 b,3.83488700,,,,,,,1.23,1.69,5891.00,0,349.694733,18.645720
OGLE-2015-BLG-0966L b,,21.00000,2.00000,-2.00000,,,,0.38,,,0,268.754250,-29.047111
GJ 3293 c,122.61960000,,,,,,,0.42,0.40,3466.00,0,67.148820,-25.169301
K2-66 b,5.06963000,21.30000,3.60000,-3.60000,2.490,0.340,-0.240,1.11,1.67,5887.00,0,331.526703,-10.711549
HD 16417 b,17.24000000,,,,,,,1.20,,,0,39.244198,-34.577976
Kepler-56 b,10.50160000,22.10000,3.90000,-3.60000,6.510,0.290,-0.280,1.32,4.23,4840.00,1,293.758347,41.871869
GJ 436 b,2.64388312,22.10000,2.30000,-2.30000,4.170,0.168,-0.168,0.47,0.46,,0,175.546219,26.706570
Kepler-19 d,62.95000000,22.50000,1.20000,-5.60000,,,,0.94,0.86,5544.00,0,290.420839,37.851786
HD 47186 b,4.08450000,,,,,,,0.99,,5675.00,0,99.036613,-27.622297
61 Vir d,123.01000000,,,,,,,0.94,0.96,5577.00,0,199.601318,-18.311195
HD 10180 f,122.74400000,,,,,,,1.06,1.11,5911.00,0,24.473234,-60.511528
Kepler-30 d,143.34394000,23.10000,2.70000,-2.70000,8.800,0.500,-0.500,0.99,0.95,5498.00,1,285.283636,38.947281
HD 10180 g,604.67000000,,,,,,,1.06,1.11,5911.00,0,24.473234,-60.511528
MOA-2008-BLG-310L b,,23.40000,17.00000,-17.00000,,,,0.21,,,0,268.560542,-34.778053
GJ 3293 b,30.59870000,,,,,,,0.42,0.40,3466.00,0,67.148820,-25.169301
HD 192310 c,525.80000000,,,,,,,0.80,,5166.00,0,303.822449,-27.032976
HD 109271 c,30.93000000,,,,,,,1.05,,5783.00,0,188.398148,-11.621868
Kepler-4 b,3.21346000,24.47200,3.81400,-3.81400,4.002,0.213,-0.213,1.22,1.49,5857.00,0,285.615322,50.135754
Kepler-25 c,12.72040000,24.60000,5.70000,-5.70000,5.200,0.090,-0.090,1.19,1.31,6270.00,1,286.638393,39.487894
HD 147379 b,86.54000000,,,,,,,0.58,0.57,4090.00,0,244.178116,67.238846
rho CrB c,102.54000000,,,,,,,0.89,1.36,5627.00,0,240.261093,33.303509
HD 11964 c,37.91000000,,,,,,,1.12,,5349.00,0,29.290026,-10.242428
Kepler-11 g,118.38070000,25.00000,,,3.330,0.060,-0.080,0.96,1.06,5663.00,1,297.115123,41.909138
HD 99492 b,17.05400000,,,,,,,0.85,0.78,4929.00,0,171.692825,3.006328
HD 10180 e,49.74800000,,,,,,,1.06,1.11,5911.00,0,24.473234,-60.511528
HAT-P-11 b,4.88781620,25.74300,2.86000,-2.86000,4.730,0.157,-0.157,0.81,0.75,4780.00,0,297.709351,48.080856
K2-10 b,19.30440000,27.00000,17.00000,-16.00000,3.840,0.350,-0.340,0.92,0.98,5620.00,0,172.121964,1.690636
HD 179079 b,14.47600000,,,,,,,1.15,1.60,5684.00,0,287.790955,-2.638385
CoRoT-24 c,11.75900000,28.00000,11.00000,-11.00000,5.000,0.500,-0.500,0.91,0.86,4950.00,0,101.922547,-3.719301
Kepler-328 b,34.92100000,28.50000,12.90000,-12.30000,2.300,0.960,-0.230,1.15,1.06,5914.00,1,295.809289,40.008503
GJ 163 d,603.95116000,,,,,,,0.40,,3500.00,0,62.315273,-53.373699
Kepler-117 b,18.79592280,29.87500,10.48800,-10.48800,8.059,0.269,-0.269,1.13,1.61,6150.00,0,288.793037,48.040234
Kepler-414 c,7.17100000,29.90000,12.40000,-10.50000,3.010,0.540,-0.250,0.89,0.95,,1,297.961566,48.244362
MOA-2011-BLG-028L b,,30.00000,16.00000,-12.00000,,,,0.75,,,0,270.854000,-29.213417
K2-105 b,8.26690200,30.00000,19.00000,-19.00000,3.590,0.440,-0.390,1.01,0.95,5434.00,0,125.420280,13.497530
Kepler-128 b,15.09000000,30.70000,6.00000,-6.00000,1.130,0.030,-0.030,1.18,1.66,6090.00,1,282.492224,43.980213
HD 34445 d,117.87000000,,,,,,,1.07,1.38,5836.00,0,79.420746,7.353343
K2-27 b,6.77131500,30.90000,4.60000,-4.60000,4.480,0.230,-0.230,0.87,0.89,5248.00,0,171.515167,1.230738
HD 103197 b,47.84000000,,,,,,,0.90,,5303.00,0,178.220749,-50.292824
K2-98 b,10.13675000,32.20000,8.10000,-8.10000,4.300,0.300,-0.200,1.07,1.31,6120.00,0,126.488289,11.511145
Kepler-128 c,22.80400000,33.30000,3.30000,-3.30000,1.130,0.030,-0.030,1.18,1.66,6090.00,1,282.492224,43.980213
HD 49674 b,4.94737000,,,,,,,1.06,,5662.00,0,102.877151,40.867756
Kepler-62 f,267.29100000,35.00000,,,1.410,0.070,-0.070,0.69,0.64,4925.00,0,283.212747,45.349865
KOI-94 e,54.32031000,35.00000,18.00000,-28.00000,6.560,0.620,-0.620,1.28,1.52,6182.00,1,297.333057,41.891117
OGLE-2012-BLG-0950L b,,35.00000,17.00000,-9.00000,,,,0.56,,,0,272.019257,-29.731583
Kepler-22 b,289.86230000,36.00000,,,2.380,0.130,-0.130,0.97,0.98,5518.00,0,289.217484,47.884464
Kepler-122 f,56.26800000,36.00000,19.40000,-16.20000,1.750,0.600,-0.160,0.99,1.22,6050.00,1,291.111883,39.949104
Kepler-62 e,122.38740000,36.00000,,,1.610,0.050,-0.050,0.69,0.64,4925.00,0,283.212747,45.349865
Kepler-103 c,179.61200000,36.10000,25.20000,-25.20000,5.140,0.140,-0.140,1.09,1.44,5845.00,1,288.984555,40.064521
Kepler-145 b,22.95100000,37.10000,11.60000,-11.60000,2.650,0.080,-0.080,1.32,1.85,6022.00,1,291.387762,44.529106
WASP-139 b,5.92426200,37.18611,5.40311,-5.40311,8.967,0.560,-0.560,0.92,0.80,5310.00,0,49.562229,-41.302147
Kepler-279 d,54.41400000,37.50000,5.50000,-4.50000,3.100,1.240,-0.300,1.10,1.75,6363.00,1,287.391224,42.194836
HD 34445 f,676.80000000,,,,,,,1.07,1.38,5836.00,0,79.420746,7.353343
WASP-107 b,5.72149000,38.13960,3.17830,-3.17830,10.536,0.224,-0.224,0.69,0.66,4430.00,0,188.386871,-10.146149
Kepler-328 c,71.31200000,39.40000,13.60000,-12.60000,5.400,2.240,-0.540,1.15,1.06,5914.00,1,295.809289,40.008503
K2-39 b,4.60497000,39.80000,4.40000,-4.40000,5.710,0.630,-0.630,1.19,2.93,4912.00,0,338.368378,-9.022769
Kepler-35 b,131.45800000,40.36300,6.35600,-6.35600,8.160,0.157,-0.157,0.89,1.03,5606.00,1,294.496978,46.689762
WASP-156 b,3.83616900,40.68224,3.17830,-2.86047,5.717,0.224,-0.224,0.84,0.76,4910.00,0,32.781708,2.418000
HD 85390 b,788.00000000,,,,,,,0.76,,5186.00,0,147.510406,-49.790268
HATS-8 b,3.58389300,43.86054,6.03877,-6.03877,9.785,1.379,-0.841,1.06,1.09,5679.00,0,294.941746,-25.748318
55 Cnc f,262.00000000,44.81200,3.81400,-3.81400,,,,0.91,0.94,5196.00,0,133.149216,28.330818
OGLE-2012-BLG-0026L b,,46.08535,2.60621,-2.60621,,,,1.06,,,0,263.577917,-27.142750
HD 177830 c,110.90000000,,,,,,,1.47,2.62,4949.00,0,286.336548,25.920660
CoRoTID 223977153 b,6.71837000,47.67450,31.78300,-31.78300,6.389,0.673,-0.560,1.08,0.79,5970.00,0,100.195183,9.257431
Kepler-279 c,35.73600000,49.40000,7.20000,-5.90000,4.300,1.720,-0.410,1.10,1.75,6363.00,1,287.391224,42.194836
MOA-2009-BLG-319L b,,50.00000,44.00000,-24.00000,,,,0.38,,,0,271.742208,-26.819692
Kepler-101 b,3.48768120,51.10000,5.10000,-4.70000,5.770,0.850,-0.790,1.17,1.56,5667.00,0,283.255489,48.355228
HD 27894 c,36.07000000,,,,,,,0.80,,,0,65.196030,-59.410835
HD 34445 c,214.67000000,,,,,,,1.07,1.38,5836.00,0,79.420746,7.353343
BD-06 1339 c,125.94000000,,,,,,,0.70,,4324.00,0,88.251183,-5.994844
HD 65216 c,152.60000000,,,,,,,0.92,,5666.00,0,118.422173,-63.647324
Kepler-9 c,38.91000000,54.34700,4.13200,-4.13200,9.225,0.751,-0.751,1.07,1.02,5777.00,1,285.573981,38.400892
55 Cnc c,44.41750000,54.47380,1.74800,-1.74800,,,,0.91,0.94,5196.00,0,133.149216,28.330818
HD 102117 b,20.81330000,,,,,,,1.11,,5695.00,0,176.210251,-58.703709
Kepler-282 e,44.34700000,56.20000,16.20000,-16.70000,3.100,1.260,-0.250,0.97,0.90,5602.00,1,284.677277,44.797684
HD 117618 b,25.82700000,,,,,,,1.08,,5990.00,0,203.106476,-47.271362
OGLE-2008-BLG-092L b,,56.60000,,,,,,0.71,,,0,266.872583,-34.726556
WASP-127 b,4.17806200,57.20940,6.35660,-6.35660,15.356,0.448,-0.448,1.08,1.39,5620.00,0,160.558670,-3.835064
Kepler-416 b,6.31900000,58.20000,53.40000,-39.50000,2.480,0.990,-0.330,1.00,1.07,,1,291.556965,39.227287
HD 104067 b,55.80600000,,,,,,,0.79,,4969.00,0,179.791702,-20.353781
K2-108 b,4.73401000,59.40000,4.40000,-4.40000,5.280,0.540,-0.540,1.12,1.75,5474.00,0,123.381874,16.419609
HD 45364 b,226.93000000,,,,,,,0.82,,5434.00,0,96.410316,-31.480953
Kepler-282 d,24.80600000,61.00000,35.90000,-36.10000,2.460,1.000,-0.200,0.97,0.90,5602.00,1,284.677277,44.797684
KELT-11 b,4.73652900,61.97685,6.03877,-5.72094,15.356,1.681,-1.345,1.44,2.72,5370.00,0,161.707260,-9.399025
HD 76700 b,3.97100000,,,,,,,1.00,,,0,133.481308,-66.800995
HAT-P-18 b,5.50802300,62.61000,4.13200,-4.13200,11.153,0.583,-0.583,0.77,0.75,4803.00,0,256.346473,33.012512
Kepler-92 b,13.74900000,64.30000,13.90000,-13.90000,3.510,0.100,-0.100,1.21,1.70,5883.00,0,289.086058,41.562941
Kepler-277 c,33.00600000,64.20000,18.10000,-15.70000,3.360,0.830,-0.720,1.12,1.69,5946.00,1,286.583175,39.077209
HD 10180 h,2205.00000000,,,,,,,1.06,1.11,5911.00,0,24.473234,-60.511528
HD 107148 b,48.05600000,,,,,,,1.12,,5797.00,0,184.806213,-3.319789
HD 218566 b,225.70000000,,,,,,,0.85,0.86,4820.00,0,347.294708,-2.260742
Kepler-413 b,66.26200000,67.00000,22.00000,-21.00000,4.347,0.099,-0.099,0.82,0.78,4700.00,0,288.510620,51.162472
HAT-P-12 b,3.21305980,67.05900,3.81400,-3.81400,10.749,0.325,-0.235,0.73,0.70,4650.00,0,209.389489,43.493534
GJ 1148 c,532.58000000,,,,,,,,,,0,175.435974,42.751972
CoRoT-8 b,6.21229000,69.92000,9.53000,-9.53000,6.390,0.220,-0.220,0.88,0.77,5080.00,0,291.588518,1.426452
Kepler-34 b,288.82200000,69.92000,3.49600,-3.17800,8.564,0.135,-0.157,1.05,1.16,5913.00,1,296.435821,44.641560
HD 137388 A b,330.00000000,,,,,,,0.86,0.82,5240.00,0,233.916367,-80.204590
HD 46375 b,3.02357300,,,,,,,0.92,,5285.00,0,98.302597,5.462925
HD 3651 b,62.21800000,,,,,,,0.88,,5221.00,0,9.840858,21.250473
HATS-5 b,4.76338700,75.32300,3.81400,-3.91400,10.223,0.280,-0.280,0.94,0.87,5304.00,0,67.222871,-21.481916
Kepler-396 b,42.99400000,75.50000,11.80000,-5.80000,3.500,1.280,-0.650,0.85,1.06,5384.00,1,296.132818,48.977402
WASP-29 b,3.92272700,77.54700,6.35600,-6.35600,8.878,0.628,-0.392,0.82,0.81,4800.00,0,357.879538,-39.906719
HD 168746 b,6.40400000,,,,,,,0.93,,5564.00,0,275.457428,-11.922684
Kepler-145 c,42.88200000,79.40000,16.40000,-16.40000,4.320,0.120,-0.120,1.32,1.85,6022.00,1,291.387762,44.529106
Kepler-425 b,3.79701816,79.45000,25.43000,-25.43000,10.962,0.247,-0.247,0.93,0.86,5170.00,0,290.358009,40.567738
OGLE-2007-BLG-349L AB c,2557.00000000,80.00000,13.00000,-13.00000,,,,0.41,,,0,271.351807,-26.421944
Kepler-9 b,19.24000000,80.09000,4.13200,-4.13200,9.438,0.773,-0.773,1.07,1.02,5777.00,1,285.573981,38.400892
XO-2 S b,18.15700000,,,,,,,0.98,1.02,5399.00,0,117.031174,50.217556
HD 16141 b,75.52300000,,,,,,,1.12,,5794.00,0,38.833035,-3.560602
WASP-69 b,3.86813820,82.63200,5.40300,-5.40300,9.113,0.314,-0.314,0.83,0.81,4715.00,0,315.025778,-5.094404
HD 108147 b,10.89850000,,,,,,,1.27,,6265.00,0,186.442780,-64.022087
HD 204941 b,1733.00000000,,,,,,,0.74,0.72,5056.00,0,323.097961,-20.957422
HAT-P-38 b,4.64038200,84.85700,6.35600,-6.35600,9.247,1.031,-0.706,0.89,0.92,5330.00,0,35.383234,32.246151
CoRoT-25 b,4.86069000,85.81000,12.71000,-12.71000,12.110,3.400,-1.120,1.09,1.19,6040.00,0,280.629662,6.513829
OGLE-2006-BLG-109L c,4927.50000000,86.00000,7.00000,-7.00000,,,,0.51,,,0,268.143792,-30.087778
WASP-131 b,5.32202300,85.81410,6.35660,-6.35660,13.675,0.560,-0.560,1.06,1.53,6030.00,0,210.193542,-30.583567
MOA-2010-BLG-353L b,,85.81410,152.55840,-50.85280,,,,0.18,,,0,271.303917,-27.293233
Kepler-277 b,17.32400000,87.30000,41.70000,-39.90000,2.920,0.730,-0.630,1.12,1.69,5946.00,1,286.583175,39.077209
WASP-117 b,10.02165000,87.55850,2.86030,-2.86030,11.444,0.852,-0.729,1.13,1.17,6038.00,0,36.775432,-50.284519
HD 109749 b,5.24000000,,,,,,,1.20,1.24,5903.00,0,189.318237,-40.812115
WASP-126 b,3.28880000,88.99240,12.71320,-12.71320,10.761,1.121,-0.560,1.12,1.27,5800.00,0,63.373865,-69.226807
WASP-39 b,4.05525900,88.98900,9.53500,-9.53500,14.235,0.448,-0.448,0.93,0.90,5400.00,0,217.326702,-3.444534
Kepler-25 d,123.00000000,89.90000,13.70000,-13.70000,,,,1.19,1.31,6270.00,0,286.638393,39.487894
HD 7199 b,615.00000000,,,,,,,0.89,0.96,5386.00,0,17.696762,-66.188164
OGLE-2013-BLG-0132L b,,92.17070,50.85280,-41.31790,,,,0.54,,,0,269.764618,-28.421028
Kepler-427 b,10.29099400,92.17000,28.60000,-28.60000,13.790,2.350,-2.350,0.96,1.35,5800.00,0,288.254580,43.704868
HAT-P-19 b,4.00877800,92.80200,5.72100,-5.72100,12.689,0.807,-0.807,0.84,0.82,4990.00,0,9.516742,34.711575
WASP-83 b,4.97125200,95.34900,9.53490,-9.53490,11.657,0.897,-0.560,1.11,1.05,5510.00,0,190.152085,-19.284243
HD 101930 b,70.46000000,,,,,,,0.74,,5079.00,0,175.875458,-58.006886
WASP-21 b,4.32248200,95.34500,3.49600,-3.49600,11.990,0.560,-0.560,0.89,1.14,5800.00,0,347.492721,18.396086
GJ 1148 b,41.38000000,,,,,,,,,,0,175.435974,42.751972
HAT-P-51 b,4.21802780,98.20947,5.72094,-5.72094,14.493,0.605,-0.605,0.98,1.04,5449.00,0,21.065190,32.810764
WASP-151 b,4.53347100,98.52730,12.71320,-9.53490,12.666,0.336,-0.336,1.08,1.14,5871.00,0,349.063446,0.306743
WASP-20 b,4.89962840,98.84100,5.40300,-5.40300,16.388,0.661,-0.661,1.20,1.39,5940.00,0,5.160559,-23.935728
HATS-6 b,3.32527250,101.38777,22.24810,-22.24810,11.187,0.213,-0.213,0.57,0.57,3724.00,0,88.146797,-19.031656
NGC 2682 YBP 1194 b,6.95900000,,,,,,,1.01,,5780.00,0,132.753364,11.814655
GJ 649 b,598.30000000,,,,,,,0.54,,3700.00,0,254.536880,25.744160
BD-08 2823 c,237.60000000,,,,,,,0.74,,4746.00,0,150.198837,-9.516680
HD 564 b,492.30000000,,,,,,,0.96,1.01,5902.00,0,2.470091,-50.267822
HD 215497 c,567.94000000,,,,,,,0.87,,5113.00,0,341.653137,-56.599533
HD 33283 b,18.17900000,,,,,,,1.24,1.20,5995.00,0,77.004219,-26.797472
Kepler-16 b,228.77600000,105.83300,5.08500,-5.08500,8.449,0.029,-0.029,0.69,0.65,4450.00,1,289.075710,51.757439
KOI-94 d,22.34298900,106.00000,11.00000,-11.00000,11.270,1.060,-1.060,1.28,1.52,6182.00,1,297.333057,41.891117
HD 164922 b,1201.10000000,,,,,,,0.87,1.00,5293.00,0,270.628601,26.313002
HD 38283 b,363.20000000,,,,,,,1.08,,5998.00,0,84.258408,-73.699341
HAT-P-67 b,4.81010250,108.06220,79.45750,-60.38770,23.371,1.076,-0.796,1.64,2.55,6406.00,0,256.610687,44.776981
Kepler-426 b,3.21751883,108.06000,25.43000,-25.43000,12.220,0.340,-0.340,0.91,0.92,5725.00,0,289.434628,49.473400
HD 219134 h,2247.00000000,,,,,,,0.81,0.78,4699.00,0,348.320740,57.168354
HIP 12961 b,57.43500000,,,,,,,,,,0,41.678692,-23.086611
HD 47186 c,1353.60000000,,,,,,,0.99,,5675.00,0,99.036613,-27.622297
HAT-P-44 b,4.30121900,111.87100,9.21700,-9.21700,13.922,1.188,-0.572,0.94,0.95,5295.00,0,213.144074,47.014687
HD 11506 c,223.60000000,,,,,,,1.24,1.33,6055.00,0,28.210558,-19.506975
HD 113538 b,663.20000000,,,,,,,0.58,0.53,4462.00,0,196.239487,-52.442924
HD 103774 b,5.88810000,,,,,,,1.33,,6489.00,0,179.231628,-12.107909
HD 149026 b,2.87589110,116.95700,4.13200,-4.44900,9.113,0.303,-0.280,1.34,1.54,6160.00,0,247.623413,38.347309
HD 181720 b,956.00000000,,,,,,,0.92,1.39,5781.00,0,290.720764,-32.919056
HD 93083 b,143.58000000,,,,,,,0.70,,4995.00,0,161.087143,-33.577023
Kepler-54 c,12.07172490,117.59000,,,1.230,,,0.51,0.55,4252.00,1,294.773939,43.056295
Kepler-46 c,57.01100000,119.49900,6.67400,-6.03900,,,,0.90,0.79,5309.00,1,289.268744,42.604176
Kepler-415 b,4.17600000,119.90000,102.10000,-87.40000,1.210,0.130,-0.100,0.67,0.64,,1,293.804434,38.639131
WASP-49 b,2.78173870,120.13500,8.58100,-8.58100,12.498,0.527,-0.527,0.94,0.98,5600.00,0,91.089427,-16.965294
Kepler-63 b,9.43415050,120.00000,,,6.110,0.200,-0.200,0.98,0.90,5576.00,0,289.226179,49.548203
WASP-63 b,4.37809000,120.77000,9.53500,-9.53500,16.029,1.121,-0.673,1.32,1.88,5570.00,0,94.336431,-38.323257
HD 34445 g,5700.00000000,,,,,,,1.07,1.38,5836.00,0,79.420746,7.353343
HD 126614 b,1244.00000000,,,,,,,1.15,1.09,5585.00,0,216.701172,-5.177780
Kepler-38 b,105.59900000,122.00000,,,4.300,0.110,-0.110,0.94,1.75,5623.00,0,286.830353,42.279205
K2-139 b,28.38236000,123.00021,26.37989,-23.83725,9.057,0.381,-0.370,0.92,0.86,5340.00,0,289.066528,-17.910688
WASP-153 b,3.33260900,123.95370,6.35660,-6.35660,17.374,1.121,-0.897,1.34,1.73,5914.00,0,279.262390,40.018723
OGLE-2012-BLG-0563L b,,123.00000,44.00000,-73.00000,,,,0.34,,,0,271.490500,-27.712000
HATS-50 b,3.82970150,123.95370,31.78300,-31.78300,12.666,0.841,-0.841,1.17,1.12,5990.00,0,300.427490,-26.077583
HD 83443 b,2.98569800,,,,,,,0.90,,5454.00,0,144.299286,-43.272205
HD 63454 b,2.81804900,,,,12.310,,,0.84,1.05,4840.00,0,114.841049,-78.278969
NGC 2682 YBP 1514 b,5.11800000,,,,,,,0.96,,5725.00,0,132.753193,11.886530
HIP 57274 c,32.03000000,,,,,,,0.73,0.68,4640.00,0,176.170685,30.959293
WASP-132 b,7.13352100,130.31030,9.53490,-9.53490,9.752,0.336,-0.336,0.80,0.74,4775.00,0,217.609131,-46.159180
HD 133131 A c,3568.00000000,,,,,,,0.95,,5799.00,0,225.897705,-27.842573
Kepler-289 c,125.85180000,132.00000,17.00000,-17.00000,11.590,0.190,-0.190,1.08,1.00,5990.00,1,297.465344,42.882850
WASP-67 b,4.61442000,133.48300,12.71300,-12.71300,15.693,3.363,-2.242,0.87,0.87,5240.00,0,295.743840,-19.949596
K2-60 b,3.00265000,135.39558,11.75971,-11.75971,7.656,0.415,-0.415,0.97,1.12,5500.00,0,338.606171,-13.731702
HIP 65407 b,28.12500000,,,,,,,0.93,,5460.00,0,201.087662,48.885094
Kepler-422 b,7.89144830,136.66000,41.32000,-41.32000,12.890,1.230,-1.230,1.15,1.24,5972.00,0,282.629656,46.323357
Kepler-77 b,3.57878087,136.66100,10.17000,-10.17000,10.761,0.179,-0.179,0.95,0.99,5520.00,0,289.607956,44.345425
Kepler-12 b,4.43796290,137.30256,16.84499,-16.20933,19.661,0.347,-0.404,1.17,1.48,5947.00,0,286.243425,50.040382
HD 6434 b,22.01700000,,,,,,,0.89,1.14,5690.00,0,16.167295,-39.488216
Kepler-7 b,4.88548920,140.16303,13.66669,-13.34886,18.181,0.146,-0.146,1.36,1.97,5933.00,0,288.581516,41.089800
KELT-6 b,7.84558210,,,,13.227,1.233,-1.233,1.13,1.53,6272.00,0,195.981868,30.640051
HD 102195 b,4.11377500,,,,,,,0.87,,5291.00,0,176.426224,2.821483
HD 212301 b,2.24571500,,,,,,,1.27,,6256.00,0,336.878845,-77.717926
HD 141399 b,94.44000000,,,,,,,1.07,,5600.00,0,236.724228,46.986263
WASP-94 A b,3.95019070,143.65300,11.12400,-10.17000,19.280,0.670,-0.560,1.45,1.62,6153.00,0,313.783098,-34.135555
BD-10 3166 b,3.48777000,,,,,,,1.01,,5393.00,0,164.620003,-10.770376
NGC 2682 YBP 401 b,4.08700000,,,,,,,1.14,,6165.00,0,132.829360,11.671020
WASP-52 b,1.74977980,146.20000,6.36000,-6.36000,14.240,0.340,-0.340,0.87,0.79,5000.00,0,348.494748,8.761262
HD 75289 b,3.50926700,,,,,,,1.21,,6095.00,0,131.918289,-41.736794
CoRoT-5 b,4.03789620,148.42000,14.93700,-7.62800,15.558,0.516,-0.527,1.00,1.19,6100.00,0,101.277254,0.815239
HD 30669 b,1684.00000000,,,,,,,0.92,0.91,5400.00,0,72.118690,-28.419298
HD 45652 b,43.60000000,,,,,,,0.83,,5312.00,0,97.304962,10.933891
OGLE-2012-BLG-0724L b,,149.38010,171.62820,-82.63580,,,,0.29,,,0,268.968292,-29.818528
51 Peg b,4.23078500,,,,,,,1.12,1.20,5793.00,0,344.366577,20.768833
WASP-113 b,4.54216875,150.96925,17.16282,-16.52716,15.793,1.076,-1.569,1.32,1.61,5890.00,0,224.872776,46.960117
WASP-13 b,4.35301100,151.59900,13.98400,-15.57300,15.569,0.504,-0.628,1.09,1.56,5826.00,0,140.102976,33.882439
WASP-31 b,3.40590960,151.91600,9.21700,-9.21700,17.363,0.560,-0.560,1.16,1.25,6302.00,0,169.439021,-19.054773
HD 2638 b,3.44420000,,,,,,,0.93,,5192.00,0,7.499466,-5.764002
HD 164509 b,282.40000000,,,,,,,1.13,1.06,5922.00,0,270.380127,0.104556
WASP-96 b,3.42526020,152.55000,9.53000,-9.53000,13.450,0.670,-0.670,1.06,1.05,5540.00,0,1.046351,-47.360626
HD 114613 b,3827.00000000,,,,,,,1.36,,5729.00,0,198.013275,-37.803020
CoRoT-28 b,5.20851000,153.82972,27.65121,-27.65121,10.705,0.740,-0.740,1.01,1.78,5150.00,0,278.688338,5.573730
WASP-6 b,3.36100208,154.14755,8.58141,-8.58141,13.787,0.392,-0.392,0.84,0.86,5375.00,0,348.157246,-22.673937
WASP-17 b,3.73543800,154.46538,10.17056,-10.17056,22.317,0.908,-0.908,1.31,1.57,6650.00,0,239.962306,-28.061733
