pl_name,pl_orbper,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,st_mass,st_rad,st_teff,pl_ttvflag
Kepler-103 c,179.61200000,36.10000,25.20000,-25.20000,5.140,0.140,-0.140,1.09,1.44,5845.00,1
Kepler-145 b,22.95100000,37.10000,11.60000,-11.60000,2.650,0.080,-0.080,1.32,1.85,6022.00,1
WASP-139 b,5.92426200,37.18611,5.40311,-5.40311,8.967,0.560,-0.560,0.92,0.80,5310.00,0
Kepler-279 d,54.41400000,37.50000,5.50000,-4.50000,3.100,1.240,-0.300,1.10,1.75,6363.00,1
Kepler-328 c,71.31200000,39.40000,13.60000,-12.60000,5.400,2.240,-0.540,1.15,1.06,5914.00,1
K2-39 b,4.60497000,39.80000,4.40000,-4.40000,5.710,0.630,-0.630,1.19,2.93,4912.00,0
Kepler-35 b,131.45800000,40.36300,6.35600,-6.35600,8.160,0.157,-0.157,0.89,1.03,5606.00,1
HD 85390 b,788.00000000,,,,,,,0.76,,5186.00,0
HATS-8 b,3.58389300,43.86054,6.03877,-6.03877,9.785,1.379,-0.841,1.06,1.09,5679.00,0
55 Cnc f,262.00000000,44.81200,3.81400,-3.81400,,,,0.91,0.94,5196.00,0
OGLE 2012-BLG-26L b,,46.08535,2.60621,-2.60621,,,,1.06,,,0
HD 177830 c,110.90000000,,,,,,,1.47,2.62,4949.00,0
Kepler-279 c,35.73600000,49.40000,7.20000,-5.90000,4.300,1.720,-0.410,1.10,1.75,6363.00,1
MOA 2009-BLG-319L b,,50.00000,44.00000,-24.00000,,,,0.38,,,0
Kepler-101 b,3.48768120,51.10000,5.10000,-4.70000,5.770,0.850,-0.790,1.17,1.56,5667.00,0
HD 27894 c,36.07000000,,,,,,,0.80,,,0
BD-06 1339 c,125.94000000,,,,,,,0.70,,4324.00,0
HD 65216 c,152.60000000,,,,,,,0.92,,5666.00,0
Kepler-9 c,38.91000000,54.34700,4.13200,-4.13200,9.225,0.751,-0.751,1.07,1.02,5777.00,1
55 Cnc c,44.41750000,54.47380,1.74800,-1.74800,,,,0.91,0.94,5196.00,0
HD 102117 b,20.81330000,,,,,,,1.11,,5695.00,0
Kepler-282 e,44.34700000,56.20000,16.20000,-16.70000,3.100,1.260,-0.250,0.97,0.90,5602.00,1
HD 117618 b,25.82700000,,,,,,,1.08,,5990.00,0
OGLE 2008-BLG-92L b,,56.60000,,,,,,0.71,,,0
WASP-127 b,4.17806200,57.20940,6.35660,-6.35660,15.356,0.448,-0.448,1.08,1.39,5620.00,0
Kepler-416 b,6.31900000,58.20000,53.40000,-39.50000,2.480,0.990,-0.330,1.00,1.07,,1
HD 104067 b,55.80600000,,,,,,,0.79,,4969.00,0
K2-108 b,4.73401000,59.40000,4.40000,-4.40000,5.280,0.540,-0.540,1.12,1.75,5474.00,0
HD 45364 b,226.93000000,,,,,,,,,,0
Kepler-282 d,24.80600000,61.00000,35.90000,-36.10000,2.460,1.000,-0.200,0.97,0.90,5602.00,1
KELT-11 b,4.73652900,61.97685,6.03877,-5.72094,15.356,1.681,-1.345,1.44,2.72,5370.00,0
HD 76700 b,3.97100000,,,,,,,1.00,,,0
HAT-P-18 b,5.50802300,62.61000,4.13200,-4.13200,11.153,0.583,-0.583,0.77,0.75,4803.00,0
Kepler-92 b,13.74900000,64.30000,13.90000,-13.90000,3.510,0.100,-0.100,1.21,1.70,5883.00,0
Kepler-277 c,33.00600000,64.20000,18.10000,-15.70000,3.360,0.830,-0.720,1.12,1.69,5946.00,1
HD 10180 h,2205.00000000,,,,,,,1.06,1.11,5911.00,0
HD 218566 b,225.70000000,,,,,,,0.85,0.86,4820.00,0
HD 107148 b,48.05600000,,,,,,,1.12,,5797.00,0
HAT-P-12 b,3.21305980,67.05900,3.81400,-3.81400,10.749,0.325,-0.235,0.73,0.70,4650.00,0
Kepler-413 b,66.26200000,67.00000,22.00000,-21.00000,4.347,0.099,-0.099,0.82,0.78,4700.00,0
CoRoT-8 b,6.21229000,69.92000,9.53000,-9.53000,6.390,0.220,-0.220,0.88,0.77,5080.00,0
Kepler-34 b,288.82200000,69.92000,3.49600,-3.17800,8.564,0.135,-0.157,1.05,1.16,5913.00,1
HD 137388 A b,330.00000000,,,,,,,0.86,0.82,5240.00,0
HD 46375 b,3.02357300,,,,,,,0.92,,5285.00,0
HD 3651 b,62.21800000,,,,,,,0.88,,5221.00,0
MOA 2008-BLG-310L b,,74.00000,17.00000,-17.00000,,,,0.67,,,0
HATS-5 b,4.76338700,75.32300,3.81400,-3.91400,10.223,0.280,-0.280,0.94,0.87,5304.00,0
Kepler-396 b,42.99400000,75.50000,11.80000,-5.80000,3.500,1.280,-0.650,0.85,1.06,5384.00,1
WASP-29 b,3.92272700,77.54700,6.35600,-6.35600,8.878,0.628,-0.392,0.82,0.81,4800.00,0
HD 168746 b,6.40400000,,,,,,,0.93,,5564.00,0
Kepler-425 b,3.79701816,79.45000,25.43000,-25.43000,10.962,0.247,-0.247,0.93,0.86,5170.00,0
Kepler-145 c,42.88200000,79.40000,16.40000,-16.40000,4.320,0.120,-0.120,1.32,1.85,6022.00,1
OGLE 2007-BLG-349L AB c,2557.00000000,80.00000,13.00000,-13.00000,,,,0.41,,,0
Kepler-9 b,19.24000000,80.09000,4.13200,-4.13200,9.438,0.773,-0.773,1.07,1.02,5777.00,1
XO-2 S b,18.15700000,,,,,,,0.98,1.02,5399.00,0
HD 16141 b,75.52300000,,,,,,,1.12,,5794.00,0
WASP-69 b,3.86813820,82.63200,5.40300,-5.40300,9.113,0.314,-0.314,0.83,0.81,4715.00,0
HD 108147 b,10.89850000,,,,,,,1.27,,6265.00,0
HD 204941 b,1733.00000000,,,,,,,0.74,0.72,5056.00,0
HAT-P-38 b,4.64038200,84.85700,6.35600,-6.35600,9.247,1.031,-0.706,0.89,0.92,5330.00,0
CoRoT-25 b,4.86069000,85.81000,12.71000,-12.71000,12.110,3.400,-1.120,1.09,1.19,6040.00,0
OGLE 2006-BLG-109L c,4927.50000000,86.00000,7.00000,-7.00000,,,,0.51,,,0
WASP-131 b,5.32202300,85.81410,6.35660,-6.35660,13.675,0.560,-0.560,1.06,1.53,6030.00,0
MOA 2010-BLG-353L b,,85.81410,152.55840,-50.85280,,,,0.18,,,0
Kepler-277 b,17.32400000,87.30000,41.70000,-39.90000,2.920,0.730,-0.630,1.12,1.69,5946.00,1
WASP-117 b,10.02165000,87.55850,2.86030,-2.86030,11.444,0.852,-0.729,1.13,1.17,6038.00,0
HD 109749 b,5.24000000,,,,,,,1.20,1.24,5903.00,0
WASP-126 b,3.28880000,88.99240,12.71320,-12.71320,10.761,1.121,-0.560,1.12,1.27,5800.00,0
WASP-39 b,4.05525900,88.98900,9.53500,-9.53500,14.235,0.448,-0.448,0.93,0.90,5400.00,0
Kepler-25 d,123.00000000,89.90000,13.70000,-13.70000,,,,1.19,1.31,6270.00,0
HD 7199 b,615.00000000,,,,,,,0.89,0.96,5386.00,0
Kepler-427 b,10.29099400,92.17000,28.60000,-28.60000,13.790,2.350,-2.350,0.96,1.35,5800.00,0
HAT-P-19 b,4.00877800,92.80200,5.72100,-5.72100,12.689,0.807,-0.807,0.84,0.82,4990.00,0
HIP 57050 b,41.39700000,,,,,,,,,,0
HD 101930 b,70.46000000,,,,,,,0.74,,5079.00,0
WASP-21 b,4.32248200,95.34500,3.49600,-3.49600,11.990,0.560,-0.560,0.89,1.14,5800.00,0
WASP-83 b,4.97125200,95.34900,9.53490,-9.53490,11.657,0.897,-0.560,1.11,1.05,5510.00,0
HAT-P-51 b,4.21802780,98.20947,5.72094,-5.72094,14.493,0.605,-0.605,0.98,1.04,5449.00,0
WASP-20 b,4.89962840,98.84100,5.40300,-5.40300,16.388,0.661,-0.661,1.20,1.39,5940.00,0
HATS-6 b,3.32527250,101.38777,22.24810,-22.24810,11.187,0.213,-0.213,0.57,0.57,3724.00,0
NGC 2682 YBP 1194 b,6.95900000,,,,,,,1.01,,5780.00,0
GJ 649 b,598.30000000,,,,,,,0.54,,3700.00,0
BD-08 2823 c,237.60000000,,,,,,,0.74,,4746.00,0
HD 33283 b,18.17900000,,,,,,,1.24,1.20,5995.00,0
HD 215497 c,567.94000000,,,,,,,0.87,,5113.00,0
HD 564 b,492.30000000,,,,,,,0.96,1.01,5902.00,0
Kepler-16 b,228.77600000,105.83300,5.08500,-5.08500,8.449,0.029,-0.029,0.69,0.65,4450.00,1
KOI-94 d,22.34298900,106.00000,11.00000,-11.00000,11.270,1.060,-1.060,1.28,1.52,6182.00,1
HD 164922 b,1201.10000000,,,,,,,0.87,1.00,5293.00,0
HD 219134 h,2247.00000000,,,,,,,0.81,0.78,4699.00,0
HAT-P-67 b,4.81010250,108.06220,79.45750,-60.38770,23.371,1.076,-0.796,1.64,2.55,6406.00,0
Kepler-426 b,3.21751883,108.06000,25.43000,-25.43000,12.220,0.340,-0.340,0.91,0.92,5725.00,0
HD 38283 b,363.20000000,,,,,,,1.08,,5998.00,0
HIP 12961 b,57.43500000,,,,,,,,,,0
HD 47186 c,1353.60000000,,,,,,,0.99,,5675.00,0
HAT-P-44 b,4.30121900,111.87100,9.21700,-9.21700,13.922,1.188,-0.572,0.94,0.95,5295.00,0
HD 11506 c,223.60000000,,,,,,,1.24,1.33,6055.00,0
HD 113538 b,663.20000000,,,,,,,0.58,0.53,4462.00,0
HD 103774 b,5.88810000,,,,,,,1.33,,6489.00,0
HD 149026 b,2.87589110,116.95700,4.13200,-4.44900,9.113,0.303,-0.280,1.34,1.54,6160.00,0
Kepler-54 c,12.07172490,117.59000,,,1.230,,,0.51,0.55,4252.00,1
HD 181720 b,956.00000000,,,,,,,0.92,1.39,5781.00,0
HD 93083 b,143.58000000,,,,,,,0.70,,4995.00,0
Kepler-46 c,57.01100000,119.49900,6.67400,-6.03900,,,,0.90,0.79,5309.00,1
Kepler-415 b,4.17600000,119.90000,102.10000,-87.40000,1.210,0.130,-0.100,0.67,0.64,,1
Kepler-63 b,9.43415050,120.00000,,,6.110,0.200,-0.200,0.98,0.90,5576.00,0
WASP-49 b,2.78173870,120.13500,8.58100,-8.58100,12.498,0.527,-0.527,0.94,0.98,5600.00,0
HD 126614 b,1244.00000000,,,,,,,1.15,1.09,5585.00,0
WASP-63 b,4.37809000,120.77000,9.53500,-9.53500,16.029,1.121,-0.673,1.32,1.88,5570.00,0
Kepler-38 b,105.59900000,122.00000,,,4.300,0.110,-0.110,0.94,1.75,5623.00,0
OGLE 2012-BLG-0563L b,,123.00000,44.00000,-73.00000,,,,0.34,,,0
HD 63454 b,2.81804900,,,,12.310,,,0.84,1.05,4840.00,0
HD 83443 b,2.98569800,,,,,,,0.90,,5454.00,0
NGC 2682 YBP 1514 b,5.11800000,,,,,,,0.96,,5725.00,0
HIP 57274 c,32.03000000,,,,,,,,,,0
WASP-132 b,7.13352100,130.31030,9.53490,-9.53490,9.752,0.336,-0.336,0.80,0.74,4775.00,0
WASP-67 b,4.61442000,133.48300,12.71300,-12.71300,15.693,3.363,-2.242,0.87,0.87,5240.00,0
HD 133131 A c,3568.00000000,,,,,,,0.95,,5799.00,0
Kepler-289 c,125.85180000,132.00000,17.00000,-17.00000,11.590,0.190,-0.190,1.08,1.00,5990.00,1
K2-60 b,3.00265000,135.39558,11.75971,-11.75971,7.656,0.415,-0.415,0.97,1.12,5500.00,0
HIP 65407 b,28.12500000,,,,,,,0.93,,5460.00,0
Kepler-422 b,7.89144830,136.66000,41.32000,-41.32000,12.890,1.230,-1.230,1.15,1.24,5972.00,0
Kepler-77 b,3.57878087,136.66100,10.17000,-10.17000,10.761,0.179,-0.179,0.95,0.99,5520.00,0
Kepler-12 b,4.43796290,137.30256,16.84499,-16.20933,19.661,0.347,-0.404,1.17,1.48,5947.00,0
HD 6434 b,22.01700000,,,,,,,0.89,1.14,5690.00,0
Kepler-7 b,4.88548920,140.16303,13.66669,-13.34886,18.181,0.146,-0.146,1.36,1.97,5933.00,0
KELT-6 b,7.84558210,,,,13.227,1.233,-1.233,1.13,1.53,6272.00,0
HD 102195 b,4.11377500,,,,,,,0.87,,5291.00,0
HD 212301 b,2.24571500,,,,,,,1.27,,6256.00,0
HD 141399 b,94.44000000,,,,,,,1.07,,5600.00,0
WASP-94 A b,3.95019070,143.65300,11.12400,-10.17000,19.280,0.670,-0.560,1.45,1.62,6153.00,0
BD-10 3166 b,3.48777000,,,,,,,1.01,,5393.00,0
WASP-52 b,1.74977980,146.20000,6.36000,-6.36000,14.240,0.340,-0.340,0.87,0.79,5000.00,0
NGC 2682 YBP 401 b,4.08700000,,,,,,,1.14,,6165.00,0
HD 75289 b,3.50926700,,,,,,,1.21,,6095.00,0
CoRoT-5 b,4.03789620,148.42000,14.93700,-7.62800,15.558,0.516,-0.527,1.00,1.19,6100.00,0
HD 45652 b,43.60000000,,,,,,,0.83,,5312.00,0
HD 30669 b,1684.00000000,,,,,,,0.92,0.91,5400.00,0
OGLE 2012-BLG-0724L b,,149.38010,171.62820,-82.63580,,,,0.29,,,0
51 Peg b,4.23078500,,,,,,,1.12,1.20,5793.00,0
WASP-113 b,4.54216875,150.96925,17.16282,-16.52716,15.793,1.076,-1.569,1.32,1.61,5890.00,0
WASP-13 b,4.35301100,151.59900,13.98400,-15.57300,15.569,0.504,-0.628,1.09,1.56,5826.00,0
WASP-31 b,3.40590960,151.91600,9.21700,-9.21700,17.363,0.560,-0.560,1.16,1.25,6302.00,0
HD 2638 b,3.44420000,,,,,,,0.93,,5192.00,0
HD 164509 b,282.40000000,,,,,,,1.13,1.06,5922.00,0
HD 114613 b,3827.00000000,,,,,,,1.36,,5729.00,0
WASP-96 b,3.42526020,152.55000,9.53000,-9.53000,13.450,0.670,-0.670,1.06,1.05,5540.00,0
CoRoT-28 b,5.20851000,153.82972,27.65121,-27.65121,10.705,0.740,-0.740,1.01,1.78,5150.00,0
WASP-6 b,3.36100208,154.14755,8.58141,-8.58141,13.787,0.392,-0.392,0.84,0.86,5375.00,0
WASP-17 b,3.73543800,154.46538,10.17056,-10.17056,22.317,0.908,-0.908,1.31,1.57,6650.00,0
WASP-11 b,3.72247470,154.77700,5.72100,-5.72100,11.265,0.359,-0.303,0.83,0.79,4980.00,0
HAT-P-46 b,4.46312900,156.68400,26.06100,-16.52600,14.392,3.038,-1.491,1.28,1.40,6120.00,0
TrES-4 b,3.55392771,157.00802,11.12405,-11.12405,20.602,0.908,-1.009,1.45,1.81,6295.00,0
Kepler-32 c,8.75220000,158.90000,,,2.000,0.200,-0.200,0.58,0.53,3900.00,1
WASP-101 b,3.58572200,158.91000,12.71000,-12.71000,15.800,0.560,-0.560,1.34,1.29,6400.00,0
HD 31253 b,466.00000000,,,,,,,1.23,1.71,5960.00,0
HD 99109 b,439.30000000,,,,,,,0.93,,5272.00,0
Kepler-45 b,2.45523900,160.49700,28.60400,-28.60400,10.760,1.230,-1.230,0.59,0.55,3820.00,0
OGLE 2014-BLG-124L b,,162.09000,50.85000,-50.85000,,,,0.71,,,0
WASP-118 b,4.04604350,163.36462,6.35660,-6.35660,16.141,0.404,-0.404,1.32,1.70,6410.00,0
WASP-60 b,4.30500110,163.35800,10.80600,-10.80600,9.640,1.350,-1.350,1.08,1.14,5900.00,0
HD 208487 b,130.08000000,,,,,,,1.13,,6067.00,0
CoRoT-26 b,4.20474000,165.26000,15.89000,-15.89000,14.120,1.460,-0.780,1.09,1.79,5590.00,0
HD 160691 e,310.55000000,,,,,,,1.08,,5807.00,0
HD 187123 b,3.09658280,,,,,,,1.00,,5830.00,0
HAT-P-1 b,4.46529976,166.86075,6.03877,-6.03877,14.785,0.213,-0.213,1.15,1.17,5980.00,0
HATS-10 b,3.31284600,167.17858,25.74423,-25.74423,10.862,0.684,-0.504,1.10,1.10,5880.00,0
HIP 57274 d,431.70000000,,,,,,,,,,0
HAT-P-65 b,2.60545520,167.49641,26.37989,-26.37989,21.185,1.457,-1.457,1.21,1.86,5835.00,0
WASP-42 b,4.98168190,167.49641,8.89924,-8.89924,12.576,0.437,-0.437,0.95,0.89,5315.00,0
HATS-27 b,4.63703800,168.44990,41.31790,-41.31790,16.814,2.242,-1.233,1.42,1.74,6438.00,0
OGLE 2011-BLG-251L b,,168.44000,66.74000,-66.74000,,,,0.26,,,0
BD-11 4672 b,1667.00000000,,,,,,,0.57,0.52,4475.00,0
PH1 b,138.31700000,169.00000,,,6.180,0.170,-0.170,1.53,1.73,6407.00,0
Kepler-238 e,23.65400000,169.70000,71.70000,-69.10000,5.600,2.370,-0.460,1.06,1.43,5751.00,1
HAT-P-17 b,10.33852300,169.71000,5.72000,-5.72000,11.321,0.325,-0.325,0.86,0.84,5246.00,0
CoRoT-16 b,5.35227000,170.03200,27.01400,-26.37900,13.110,1.790,-1.570,1.10,1.19,5650.00,0
WASP-80 b,3.06785234,170.99254,11.12405,-11.44188,11.198,0.336,-0.347,0.58,0.59,4143.00,0
47 UMa c,2391.00000000,,,,,,,1.03,1.23,5892.00,0
HD 181433 d,2172.00000000,,,,,,,0.78,,4962.00,0
Pr0201 b,4.42640000,,,,,,,1.23,1.17,6174.00,0
WASP-15 b,3.75206560,172.00000,16.00000,-16.00000,16.010,0.860,-0.860,1.18,1.48,6300.00,0
HATS-13 b,3.04404990,172.58169,22.88376,-22.88376,13.585,0.392,-0.392,0.96,0.89,5523.00,0
HD 207832 b,161.97000000,,,,,,,0.94,0.90,5710.00,0
Kepler-41 b,1.85555820,177.98000,25.43000,-25.43000,14.460,0.220,-0.220,1.15,1.29,5750.00,0
OGLE-2014-BLG-1760 b,,177.98480,108.06220,-82.63580,,,,0.51,,,0
WASP-88 b,4.95400000,177.98000,25.43000,-25.43000,19.055,1.457,-0.785,1.45,2.08,6431.00,0
HAT-P-25 b,3.65283600,180.20200,6.99200,-6.99200,13.339,0.908,-0.628,1.01,0.96,5500.00,0
Kepler-56 c,21.40239000,181.00000,21.00000,-19.00000,9.800,0.460,-0.460,1.32,4.23,4840.00,1
HIP 14810 d,952.00000000,,,,,,,0.99,1.00,5485.00,0
WASP-62 b,4.41195300,181.15500,12.71300,-12.71300,15.581,0.673,-0.673,1.25,1.28,6280.00,0
WASP-56 b,4.61710100,181.47300,10.80600,-11.12400,12.240,0.392,-0.370,1.02,1.11,5600.00,0
WASP-157 b,3.95162050,182.43442,29.55819,-29.55819,11.938,0.527,-0.527,1.26,1.13,5838.00,0
K2-30 b,4.09850300,184.02357,8.89924,-8.58141,11.646,0.560,-0.572,0.90,0.84,5425.00,0
HD 44219 b,472.30000000,,,,,,,1.00,1.32,5752.00,0
WASP-25 b,3.76482500,184.33400,12.71300,-12.71300,13.675,0.673,-0.560,1.00,0.92,5703.00,0
HAT-P-55 b,3.58524670,184.97706,17.79848,-17.79848,13.249,0.616,-0.616,1.01,1.01,5808.00,0
Kepler-8 b,3.52249910,187.51970,41.31790,-38.13960,15.872,0.594,-0.695,1.21,1.49,6213.00,0
WASP-34 b,4.31767820,187.51000,3.18000,-3.18000,13.675,1.233,-0.897,1.01,0.93,5700.00,0
WASP-70 A b,3.71302030,187.51200,6.99200,-6.99200,13.047,0.818,-1.143,1.11,1.22,5763.00,0
HAT-P-3 b,2.89973600,187.83000,5.72100,-5.72100,9.270,0.616,-0.616,0.92,0.80,5185.00,0
Kepler-423 b,2.68432850,189.10100,25.74300,-25.74300,13.361,0.583,-0.583,0.85,0.95,5560.00,0
XO-2 N b,2.61585922,189.73700,6.67400,-6.67400,11.422,0.347,-0.347,0.97,1.01,5332.00,0
HAT-P-39 b,3.54387000,190.37200,31.46400,-31.46400,17.609,1.211,-0.908,1.40,1.62,6430.00,0
WASP-124 b,3.37265000,190.69800,22.24810,-22.24810,13.899,0.336,-0.336,1.07,1.02,6050.00,0
HD 43197 b,327.80000000,,,,,,,0.96,1.00,5508.00,0
HD 175541 b,297.30000000,,,,,,,1.65,3.80,5060.00,0
HATS-25 b,4.29864320,194.82979,13.34886,-13.34886,14.123,1.121,-1.121,0.99,1.11,5715.00,0
HAT-P-40 b,4.45724300,195.45700,12.07700,-12.07700,19.392,0.695,-0.695,1.51,2.21,6080.00,0
WASP-22 b,3.53273064,196.10111,8.89924,-5.72094,13.440,0.516,-0.303,1.25,1.25,6153.00,0
WASP-94 B b,2.00839000,,,,,,,1.24,1.35,6040.00,0
HD 330075 b,3.38773000,,,,,,,0.70,,5017.00,0
HAT-P-27 b,3.03957700,197.05000,9.53000,-9.53000,11.430,0.780,-0.670,0.94,0.90,5300.00,0
OGLE-TR-10 b,3.10127800,197.04600,44.49400,-44.49400,14.011,1.569,-1.345,1.14,1.17,5950.00,0
HD 103720 b,4.55570000,,,,,,,0.79,0.73,5017.00,0
HD 11964 b,1945.00000000,,,,,,,1.12,,5349.00,0
HAT-P-28 b,3.25721500,198.95300,11.75900,-11.75900,13.585,1.267,-0.919,1.02,1.10,5680.00,0
KOI-142 c,22.33950000,198.80000,9.20000,-10.60000,,,,0.96,0.88,5471.00,0
WASP-55 b,4.46562910,199.27941,12.07754,-12.39537,14.964,0.359,-0.247,1.16,1.10,6070.00,0
Kepler-74 b,7.34071100,200.22000,38.14000,-38.14000,10.760,0.220,-0.220,1.18,1.12,6000.00,0
WASP-90 b,3.91624300,200.23290,22.24810,-22.24810,18.271,1.009,-1.009,1.55,1.98,6430.00,0
WASP-54 b,3.69364110,202.13100,7.94500,-7.62800,18.528,1.009,-0.930,1.21,1.83,6100.00,0
HD 63765 b,358.00000000,,,,,,,,,,0
HD 181433 c,962.00000000,,,,,,,0.78,,4962.00,0
WASP-57 b,2.83891856,204.68252,19.70546,-19.70546,11.769,0.594,-0.594,0.89,0.93,5600.00,0
HATS-26 b,3.30238810,206.58950,24.15508,-24.15508,19.616,2.354,-2.354,1.30,2.04,6071.00,0
HD 216770 b,118.45000000,,,,,,,0.90,,,0
HD 37124 c,885.50000000,,,,,,,0.85,,,0
HATS-29 b,4.60587490,207.54299,20.02329,-20.02329,14.022,0.684,-0.684,1.03,1.07,5670.00,0
HD 45364 c,342.85000000,,,,,,,,,,0
HD 141399 e,5000.00000000,,,,,,,1.07,,5600.00,0
Kepler-15 b,4.94278200,209.76000,25.43000,-28.60000,10.760,0.670,-0.780,1.02,0.99,5515.00,0
HAT-P-43 b,3.33268700,210.39500,19.06900,-19.06900,14.359,0.695,-0.370,1.05,1.10,5645.00,0
HD 27894 b,18.02000000,,,,,,,0.80,,,0
Kepler-6 b,3.23469960,212.31044,12.07754,-11.12405,14.617,0.202,-0.370,1.21,1.39,5647.00,0
HD 170469 b,1145.00000000,,,,,,,1.14,1.22,5810.00,0
HAT-P-4 b,3.05653600,213.25500,10.48800,-13.98400,14.280,0.549,-0.673,1.26,1.60,5860.00,0
HATS-28 b,3.18107810,213.58176,27.65121,-27.65121,13.384,0.785,-0.785,0.93,0.92,5498.00,0
HD 37124 b,154.37800000,,,,,,,0.85,,,0
KELT-10 b,4.16627390,215.80657,12.39537,-12.07754,15.681,0.773,-0.549,1.11,1.21,5948.00,0
HD 8535 b,1313.00000000,,,,,,,1.13,1.19,6136.00,0
HD 96167 b,498.90000000,,,,,,,1.31,1.86,5770.00,0
GJ 832 b,3657.00000000,,,,,,,0.45,,3472.00,0
HAT-P-24 b,3.35524000,217.70400,10.48800,-10.48800,13.922,0.751,-0.751,1.19,1.32,6373.00,0
ups And b,4.61703300,,,,,,,1.30,1.56,,0
WASP-84 b,8.52348650,220.56500,8.89900,-8.89900,10.559,0.247,-0.247,0.84,0.75,5314.00,0
HD 37124 d,1862.00000000,,,,,,,0.85,,,0
HD 9446 b,30.05200000,,,,,,,1.00,1.00,5793.00,0
V830 Tau b,4.92700000,222.48100,38.13960,-38.13960,,,,1.00,2.00,4250.00,0
HD 32963 b,2372.00000000,,,,,,,0.94,,5727.00,0
HATS-30 b,3.17435160,224.38798,12.39537,-12.39537,13.171,0.583,-0.583,1.09,1.06,5943.00,0
HD 224693 b,26.73000000,,,,,,,1.33,1.70,6037.00,0
HAT-P-30 b,2.81059500,225.96800,8.89900,-8.89900,15.020,0.729,-0.729,1.24,1.22,6304.00,0
GJ 876 c,30.08810000,226.98460,1.23950,-1.23950,,,,0.33,,,0
CoRoT-4 b,9.20205000,228.83000,25.43000,-25.43000,13.340,0.670,-0.560,1.16,1.17,6190.00,0
Kepler-49 c,10.91293430,228.83000,,,2.550,,,0.55,0.56,4252.00,1
WASP-35 b,3.16157500,228.82800,19.06900,-19.06900,14.796,0.560,-0.560,1.07,1.09,5990.00,0
OGLE 2015-BLG-0051L b,,228.83760,206.58950,-22.24810,,,,0.10,,,0
WASP-81 b,2.71647620,231.69807,11.44188,-11.12405,16.018,0.572,-0.516,1.08,1.28,5870.00,0
K2-29 b,3.25883210,232.01590,12.71320,-12.71320,13.339,0.224,-0.224,0.94,0.86,5358.00,0
HD 207832 c,1155.70000000,,,,,,,0.94,0.90,5710.00,0
OGLE 2006-BLG-109L b,1788.50000000,231.00000,19.00000,-19.00000,,,,0.51,,,0
HD 159868 c,352.30000000,,,,,,,1.09,,5558.00,0
HD 192263 b,24.35870000,,,,,,,0.81,0.73,4996.00,0
HD 156411 b,842.20000000,,,,,,,1.25,2.16,5900.00,0
HD 187085 b,986.00000000,,,,,,,1.22,,6075.00,0
TrES-1 b,3.03006500,238.99800,14.93700,-14.62000,11.960,0.247,-0.235,0.88,0.81,5230.00,0
HAT-P-54 b,3.79984700,241.55080,10.17056,-10.17056,10.581,0.314,-0.314,0.65,0.62,4390.00,0
HAT-P-33 b,3.47447400,242.17600,32.09900,-32.09900,18.898,0.504,-0.504,1.38,1.64,6446.00,0
HD 109246 b,68.27000000,,,,,,,1.01,1.02,5844.00,0
HD 163607 b,75.29000000,,,,,,,1.09,1.63,5543.00,0
HAT-P-29 b,5.72318600,247.26100,24.15400,-12.71300,12.408,1.524,-0.919,1.21,1.22,6087.00,0
HAT-P-9 b,3.92289000,247.90000,28.60000,-28.60000,15.690,0.670,-0.670,1.28,1.32,6350.00,0
HAT-P-66 b,2.97208600,248.86089,18.11631,-18.11631,17.822,1.793,-1.121,1.25,1.88,6002.00,0
HIP 65407 c,67.30000000,,,,,,,0.93,,5460.00,0
HD 197037 b,1035.70000000,,,,,,,,,,0
HD 34445 b,1049.00000000,,,,,,,1.07,1.38,5836.00,0
Kepler-23 b,7.10730000,254.30000,,,1.900,,,1.11,1.55,5828.00,1
HAT-P-41 b,2.69404700,254.25300,32.41700,-32.41700,18.887,0.852,-0.572,1.42,1.68,6390.00,0
HD 4208 b,828.00000000,,,,,,,0.87,,5600.00,0
WASP-92 b,2.17467420,255.85315,21.61244,-21.61244,16.376,0.863,-0.863,1.19,1.34,6280.00,0
Kepler-91 b,6.24658000,257.44230,57.20940,-54.03110,15.323,0.773,-0.673,1.31,6.30,4550.00,0
Lupus-TR-3 b,3.91405000,257.43100,57.20700,-57.20700,9.976,0.785,-0.785,0.87,0.82,5000.00,0
HAT-P-52 b,2.75359530,259.98494,9.21707,-9.21707,11.310,0.807,-0.807,0.89,0.89,5131.00,0
HD 155358 c,391.90000000,,,,,,,,,,0
GJ 179 b,2288.00000000,,,,,,,0.36,0.38,3370.00,0
HD 134987 c,5000.00000000,,,,,,,1.10,1.25,5585.00,0
MOA 2007-BLG-400L b,,263.79000,155.73000,-98.52000,,,,0.30,,,0
55 Cnc b,14.65152000,263.97850,1.04880,-1.04880,,,,0.91,0.94,5196.00,0
HATS-9 b,1.91530730,266.02371,9.21707,-9.21707,11.938,1.098,-1.098,1.03,1.50,5366.00,0
HD 38529 b,14.30980000,,,,,,,1.48,,5697.00,0
CoRoT-9 b,95.27380000,266.97000,22.25000,-22.25000,11.770,0.450,-0.450,0.99,0.94,5625.00,0
